"start";"end";"Org";"Nome do profissional de saúde";"Qual o distrito de saúde?";"Qual o distrito de saúde?/DABEL";"Qual o distrito de saúde?/DABEN";"Qual o distrito de saúde?/DAENT";"Qual o distrito de saúde?/DAGUA";"Qual o distrito de saúde?/DAICO";"Qual o distrito de saúde?/DAMOS";"Qual o distrito de saúde?/DAOUT";"Qual o distrito de saúde?/DASAC";"Nome do ponto de venda ou do proprietário";"Telefone de contato";"Localização";"_Localização_latitude";"_Localização_longitude";"_Localização_altitude";"_Localização_precision";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2025-08-13 11:31:38.678000-03:00";"2025-09-02 10:04:33.561000-03:00";"";"Edgar Rodrigo Trindade de Souza";"";"";"";"";"";"";"";"";"";"Acai pai e filho";"91991749002";"-1.46953 -48.454648 -10.09999942779541 8";"-1.46953";"-48.454648";"-10.09999942779541";"8";"550549731";"43f893dc-16f6-4851-92a6-56cf6a62d6be";"2025-09-02 13:04:35";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"797"
"2025-09-02 09:59:08.156000-03:00";"2025-09-02 10:05:03.710000-03:00";"";"";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí da Bena";"9198881-0766";"-1.408426 -48.431131 -3.5 13.798999786376953";"-1.408426";"-48.431131";"-3.5";"13.798999786376953";"550550186";"80abcc94-ab42-4104-a7bf-cdbd4f8f547d";"2025-09-02 13:05:05";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"798"
"2025-09-02 09:56:51.560000-04:00";"2025-09-02 10:04:59.591000-04:00";"";"Márcia Regina Rêgo Castro";"";"";"";"";"";"";"";"";"";"Açaí Maná de Deus";"91982016705";"-1.469007 -48.458894 0 100";"-1.469007";"-48.458894";"0";"100";"550550793";"14a9281b-488f-4118-ae22-d5f56d44902d";"2025-09-02 13:05:47";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"799"
"2025-09-02 10:00:36.698000-03:00";"2025-09-02 10:06:33.920000-03:00";"";"Ellen de Nazaré da Silva e Souza";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Ruy";"91985376731";"-1.369304 -48.434856 0.2999999225139618 100";"-1.369304";"-48.434856";"0.2999999225139618";"100";"550550796";"12e4a383-64c9-4b4f-8ae6-5a6be30878d2";"2025-09-02 13:05:47";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"800"
"2025-09-01 10:39:21.265000-03:00";"2025-09-02 10:05:58.353000-03:00";"";"Nicole da Costa Corrêa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí do Mauro";"(91) 984457423";"-1.469813 -48.48533 -11.59999942779541 33.483001708984375";"-1.469813";"-48.48533";"-11.59999942779541";"33.483001708984375";"550550940";"0fb3c947-89ca-4568-b4db-ed4ff6cd37c7";"2025-09-02 13:05:59";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"801"
"2025-09-02 10:00:54.400000-03:00";"2025-09-02 10:05:59.493000-03:00";"";"Maria Eugênia Fernandes dos Santos Campos";"";"";"";"";"";"";"";"";"";"Ouro do Pará";"91999999999";"-1.330303 -48.437313 -8.5 13.774999618530273";"-1.330303";"-48.437313";"-8.5";"13.774999618530273";"550550961";"39286f91-e13c-4817-bff9-f9edb6327c64";"2025-09-02 13:06:02";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"802"
"2025-09-02 09:57:21.978000-03:00";"2025-09-02 10:08:38.264000-03:00";"";"Raquel Costa Ribeiro";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do irmão";"91982127555";"-1.357714 -48.471674 -5.900000095367432 13.413999557495117";"-1.357714";"-48.471674";"-5.900000095367432";"13.413999557495117";"550551556";"bb80d2f6-dfdd-4ebc-9f59-1a757ecbbcc9";"2025-09-02 13:07:02";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"803"
"2025-09-02 09:54:08.026000-03:00";"2025-09-02 10:07:11.307000-03:00";"";"William wuekslley alves barros";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Açaí do martinho";"91980107239";"-1.128005 -48.445273 -12.199999809265137 13.600000381469727";"-1.128005";"-48.445273";"-12.199999809265137";"13.600000381469727";"550551663";"2865f99e-c4a8-45ed-a5c4-4e07870014fc";"2025-09-02 13:07:12";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"804"
"2025-09-02 10:05:59.567000-03:00";"2025-09-02 10:07:12.484000-03:00";"";"Maria Eugênia Fernandes dos Santos Campos";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí do Juruba";"91999999999";"-1.330304 -48.437289 -8.5 12.449000358581543";"-1.330304";"-48.437289";"-8.5";"12.449000358581543";"550551688";"494f0329-225b-41fa-af75-22b9e4d44dd3";"2025-09-02 13:07:14";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"805"
"2025-09-02 10:00:29.026000-03:00";"2025-09-02 10:07:27.511000-03:00";"";"Ana Carolina Negrão Sena";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí 3 irmão";"985756161";"-1.466332 -48.468578 -8 12.46399974822998";"-1.466332";"-48.468578";"-8";"12.46399974822998";"550551881";"c67444d9-fe26-4dc4-b3e7-961cf3af2816";"2025-09-02 13:07:29";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"806"
"2025-09-02 10:07:12.540000-03:00";"2025-09-02 10:07:44.618000-03:00";"";"Maria Eugênia Fernandes dos Santos Campos";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Ouro do Pará";"91999999999";"-1.330331 -48.4373 -8.5 13.871000289916992";"-1.330331";"-48.4373";"-8.5";"13.871000289916992";"550552134";"d6545796-20b1-4afe-aee8-cc7fa79d8b72";"2025-09-02 13:07:46";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"807"
"2025-09-02 09:53:48.801000-03:00";"2025-09-02 10:08:06.770000-03:00";"";"Marta Moraes";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí  do tiago";"91985382349";"-1.474472 -48.48073 -11.09999942779541 9";"-1.474472";"-48.48073";"-11.09999942779541";"9";"550552478";"1826ae1f-3be4-4d06-bb9d-0cee8e23d6a3";"2025-09-02 13:08:08";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"808"
"2025-09-02 10:07:49.084000-03:00";"2025-09-02 10:08:22.203000-03:00";"";"Adriana Soeiro";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Açaí do DUI";"91980296797";"-1.399451 -48.453455 17.847827611083815 18.29746773818824";"-1.399451";"-48.453455";"17.847827611083815";"18.29746773818824";"550552642";"12e5a5ec-b5f1-4c2f-b97a-2d5b68692fb0";"2025-09-02 13:08:22";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"809"
"2025-09-02 10:04:33.725000-03:00";"2025-09-02 10:08:27.958000-03:00";"";"Edgar Rodrigo Trindade de Souza";"";"";"";"";"";"";"";"";"";"Acai da gabi";"91972138620";"-1.469966 -48.454716 -10.09999942779541 9.5";"-1.469966";"-48.454716";"-10.09999942779541";"9.5";"550552741";"817349c2-5a10-461c-83d6-d0d9ef9f3efa";"2025-09-02 13:08:29";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"810"
"2025-09-02 09:56:16.673000-03:00";"2025-09-02 10:08:30.643000-03:00";"";"Hillany Vitória de Cássia Araújo Mesquita";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Maria lucilane";"91981344135";"-1.464992 -48.470603 -9.300000190734863 17.482999801635742";"-1.464992";"-48.470603";"-9.300000190734863";"17.482999801635742";"550552789";"173b29ad-f07f-48b5-ad2e-1ed3c930e34e";"2025-09-02 13:08:32";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"811"
"2025-09-02 10:02:28.101000-03:00";"2025-09-02 10:09:23.252000-03:00";"";"Eduardo Henrique Angelim Mendes Segundo";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Irmão";"91998266659";"-1.350362 -48.473538 7.453801543451846 8.770018406238885";"-1.350362";"-48.473538";"7.453801543451846";"8.770018406238885";"550553389";"38d27834-6b9a-4d6d-a315-9d35f8650d63";"2025-09-02 13:09:24";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"812"
"2025-09-02 10:05:03.768000-03:00";"2025-09-02 10:09:23.553000-03:00";"";"Julyanne Ribeiro e Silvianne Seabra";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Benedita";"9198881-0766";"-1.408487 -48.43114 -3.1000003814697266 14.756999969482422";"-1.408487";"-48.43114";"-3.1000003814697266";"14.756999969482422";"550553393";"ab4a5fae-50fe-4efb-bc19-0c174a2eaf75";"2025-09-02 13:09:24";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"813"
"2025-09-02 09:50:54.839000-03:00";"2025-09-02 10:10:15.334000-03:00";"";"Carla Ione dos Santos Caldas";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Ponto do seu Raimundo";"91992004810";"-1.465863 -48.496928 -10.09999942779541 18.395000457763672";"-1.465863";"-48.496928";"-10.09999942779541";"18.395000457763672";"550553882";"c7f9dd50-6f3f-4e21-8499-abf9a50dd4ce";"2025-09-02 13:10:16";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"814"
"2025-09-02 09:29:32.337000-03:00";"2025-09-02 10:11:19.357000-03:00";"";"Romário maick freitas de Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Marinete Azevedo conceição ribeiro";"91981401735";"-1.463791 -48.450255 -11.09999942779541 100";"-1.463791";"-48.450255";"-11.09999942779541";"100";"550554540";"32045304-3b0a-4b7f-95e8-d0fc8cbb50ae";"2025-09-02 13:11:20";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"815"
"2025-09-02 10:08:30.676000-03:00";"2025-09-02 10:11:18.303000-03:00";"";"Hillany Mesquita";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Philipe Cezar Moreira";"91992465856";"-1.464934 -48.471168 -9.899999618530273 14.46500015258789";"-1.464934";"-48.471168";"-9.899999618530273";"14.46500015258789";"550554543";"d109c118-8fa4-4d1e-9682-b55100182154";"2025-09-02 13:11:21";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"816"
"2025-09-01 10:07:17.151000-03:00";"2025-09-02 10:12:40.488000-03:00";"";"Rodrigo Rios";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Ponto do Açaí";"91911111111";"-1.099411 -48.404535 -7.200000286102295 37.869998931884766";"-1.099411";"-48.404535";"-7.200000286102295";"37.869998931884766";"550555400";"5344c844-3318-4cfc-8a23-696ca8585d10";"2025-09-02 13:12:41";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"817"
"2025-09-02 10:10:39.079000-03:00";"2025-09-02 10:12:51.690000-03:00";"";"Nair Nunes da Silva";"";"";"";"";"";"";"";"";"";"Açaí do Paulinho";"91988159994";"-1.300124 -48.481443 -1.1999999284744263 11.479999542236328";"-1.300124";"-48.481443";"-1.1999999284744263";"11.479999542236328";"550555528";"d85a9b53-5054-433a-b130-e3408b0e6c99";"2025-09-02 13:12:52";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"818"
"2025-09-02 10:11:19.508000-03:00";"2025-09-02 10:13:55.952000-03:00";"";"Romário maick freitas de Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Mario de castro Martins";"91992746986";"-1.464008 -48.449579 -10.09999942779541 15.628999710083008";"-1.464008";"-48.449579";"-10.09999942779541";"15.628999710083008";"550556434";"ff647244-5fca-43c2-ba37-35c9153b65d7";"2025-09-02 13:14:03";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"819"
"2025-09-02 10:09:23.589000-03:00";"2025-09-02 10:14:11.347000-03:00";"";"Julyanne Ribeiro e Silvianne Seabra";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí do Diego";"91983132947";"-1.410445 -48.432526 1.100000023841858 16.089000701904297";"-1.410445";"-48.432526";"1.100000023841858";"16.089000701904297";"550556579";"5afe98b0-cb23-4d8a-b452-a38ff48690f8";"2025-09-02 13:14:13";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"820"
"2025-09-02 10:05:58.400000-03:00";"2025-09-02 10:14:31.043000-03:00";"";"Nicole da Costa Corrêa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí Amaral";"(91) 984442171";"-1.470527 -48.484729 -11.199999809265137 16.000999450683594";"-1.470527";"-48.484729";"-11.199999809265137";"16.000999450683594";"550556841";"2a864075-dbbf-4b80-ab83-80083a64dc33";"2025-09-02 13:14:32";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"821"
"2025-09-02 09:32:07.302000-03:00";"2025-09-02 10:15:13.431000-03:00";"";"Walber Marcelo Rodrigues Dos Santos";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí do preto";"91=993452236";"-1.467271 -48.458265 -7.900000095367432 6.091000080108643";"-1.467271";"-48.458265";"-7.900000095367432";"6.091000080108643";"550557453";"05852f8e-937c-424a-ab66-a777bbf19b0d";"2025-09-02 13:15:15";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"822"
"2025-09-02 10:10:15.385000-03:00";"2025-09-02 10:16:09.295000-03:00";"";"Nayara Pereira Ferreira";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí do Selé";"91993904696";"-1.466204 -48.495865 -10.800000190734863 18.98200035095215";"-1.466204";"-48.495865";"-10.800000190734863";"18.98200035095215";"550558341";"6b6c0dd8-a732-4f2e-af72-204ffeac1894";"2025-09-02 13:16:10";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"823"
"2025-09-02 10:15:15.537000-03:00";"2025-09-02 10:16:21.972000-03:00";"";"Euda de Souza Silva";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Nosso açai";"91982827787";"-1.462954 -48.478027 -8.199999809265137 11.861000061035156";"-1.462954";"-48.478027";"-8.199999809265137";"11.861000061035156";"550558512";"d37a8f09-e31a-4882-9a80-33a06a4a62bb";"2025-09-02 13:16:22";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"824"
"2025-09-02 10:13:55.997000-03:00";"2025-09-02 10:16:34.485000-03:00";"";"Romário maick freitas de Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"João Batista Tavares farias";"91982017356";"-1.464376 -48.448559 -11.199999809265137 11.928999900817871";"-1.464376";"-48.448559";"-11.199999809265137";"11.928999900817871";"550558660";"2ddd5b80-66b6-4a5d-84b9-a76171e4b001";"2025-09-02 13:16:35";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"825"
"2025-09-02 10:15:05.966000-03:00";"2025-09-02 10:16:37.108000-03:00";"";"Erika socorro Martins lima";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Elvis";"91983616891";"-1.367761 -48.435848 2 11.857000350952148";"-1.367761";"-48.435848";"2";"11.857000350952148";"550558691";"3ac4979c-94e3-4008-a8b5-5d3d4df5bc67";"2025-09-02 13:16:37";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"826"
"2025-09-02 10:08:28.034000-03:00";"2025-09-02 10:16:53.405000-03:00";"";"Edgar Rodrigo Trindade de Souza";"";"";"";"";"";"";"";"";"";"Acai paraense";"91996312003";"-1.471245 -48.455009 -11.399999618530273 15";"-1.471245";"-48.455009";"-11.399999618530273";"15";"550558939";"1508a06b-7d41-49a0-86a7-64cb654bd7d1";"2025-09-02 13:16:54";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"827"
"2025-09-02 10:03:02.162000-03:00";"2025-09-02 10:11:08.069000-03:00";"";"SILMARA DOS ANJOS ASSUNCAO";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí  bom";"91980584536";"-1.329658 -48.477273 -3.1000003814697266 9";"-1.329658";"-48.477273";"-3.1000003814697266";"9";"550559660";"67bac23d-823a-40af-9d31-88d6deff1a34";"2025-09-02 13:17:49";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"828"
"2025-09-02 09:31:07.030000-03:00";"2025-09-02 10:18:01.481000-03:00";"";"Laura Beatriz Santos Braga";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Rodival";"91991659211";"-1.37326 -48.457148 -46.5 10.100000381469727";"-1.37326";"-48.457148";"-46.5";"10.100000381469727";"550559795";"22f19a02-313a-4e05-a5a3-4a63b8cffc5a";"2025-09-02 13:18:02";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"829"
"2025-09-02 10:08:50.388000-03:00";"2025-09-02 10:19:47.679000-03:00";"";"Raquel Costa Ribeiro";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí da Silvana";"91992305255";"-1.357642 -48.470374 -2.3000001907348633 12.059000015258789";"-1.357642";"-48.470374";"-2.3000001907348633";"12.059000015258789";"550559905";"57dc2d2b-b439-44eb-a940-613ec4e96cca";"2025-09-02 13:18:12";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"830"
"2025-09-02 10:17:05.989000-03:00";"2025-09-02 10:18:28.205000-03:00";"";"Thayara Neves Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"O rei do açaí";"91985866048";"-1.470703 -48.487557 7.310488030474524 18.98330566043835";"-1.470703";"-48.487557";"7.310488030474524";"18.98330566043835";"550560088";"28866e12-9298-4424-b910-86a4b8b7b1c7";"2025-09-02 13:18:29";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"831"
"2025-09-02 10:14:11.389000-03:00";"2025-09-02 10:18:34.807000-03:00";"";"Julyanne Ribeiro e Silvianne Seabra";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí do Chabrega";"91980222026";"-1.411324 -48.431738 0.4999999701976776 21.336999893188477";"-1.411324";"-48.431738";"0.4999999701976776";"21.336999893188477";"550560186";"ad06708d-bdb9-4326-b32a-e975e1f6cd58";"2025-09-02 13:18:36";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"832"
"2025-09-02 10:16:09.352000-03:00";"2025-09-02 10:18:44.151000-03:00";"";"Nayara Pereira Ferreira";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Kayke Nunes Pompeu";"91981700830";"-1.466585 -48.495941 -10.800000190734863 12.013999938964844";"-1.466585";"-48.495941";"-10.800000190734863";"12.013999938964844";"550560335";"fcdbf681-f830-4137-b7d2-69c59f9063ed";"2025-09-02 13:18:45";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"833"
"2025-09-02 10:16:53.546000-03:00";"2025-09-02 10:19:50.081000-03:00";"";"Edgar Rodrigo Trindade de Souza";"";"";"";"";"";"";"";"";"";"Acai do irmao";"91989384206";"-1.472099 -48.455341 -11.399999618530273 10";"-1.472099";"-48.455341";"-11.399999618530273";"10";"550561355";"4725fc6f-7ae6-4d55-b114-a4dea5b56f46";"2025-09-02 13:19:52";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"834"
"2025-09-02 10:19:02.526000-03:00";"2025-09-02 10:19:57.324000-03:00";"";"Helem Josiane Carvalho Lobo";"";"";"";"";"";"";"";"";"";"Açaí do P.R. Miraldo";"91998053449";"-1.405795 -48.393115 -6.199999999999999 10.300000190734863";"-1.405795";"-48.393115";"-6.199999999999999";"10.300000190734863";"550561433";"90932414-56e2-4475-a3c2-f3ebd9dd1ed4";"2025-09-02 13:19:58";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"835"
"2025-09-02 10:18:28.222000-03:00";"2025-09-02 10:20:16.799000-03:00";"";"Thayara Neves Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"O rei do açaí";"91985866048";"-1.470679 -48.487576 7.20464623454793 17.477297532345975";"-1.470679";"-48.487576";"7.20464623454793";"17.477297532345975";"550561667";"183da5a4-d04a-4cd0-a979-efd8d360c1fa";"2025-09-02 13:20:17";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"836"
"2025-09-02 10:18:44.185000-03:00";"2025-09-02 10:21:12.976000-03:00";"";"Nayara Pereira Ferreira";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Pedro Veríssimo de Melo Machado";"91988045557";"-1.467188 -48.496371 -9.800000190734863 17.242000579833984";"-1.467188";"-48.496371";"-9.800000190734863";"17.242000579833984";"550562412";"92ae2a9d-f13b-4b2d-b6aa-7231fa9c354a";"2025-09-02 13:21:13";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"837"
"2025-09-02 10:16:34.555000-03:00";"2025-09-02 10:22:00.606000-03:00";"";"Romário maick freitas de Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"José Lourenço da Silva";"91981413196";"-1.464858 -48.447641 -11.300000190734863 14.003999710083008";"-1.464858";"-48.447641";"-11.300000190734863";"14.003999710083008";"550563107";"f784799b-ad16-4ab1-ae39-932998c8d428";"2025-09-02 13:22:02";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"838"
"2025-09-02 10:16:37.179000-03:00";"2025-09-02 10:22:15.482000-03:00";"";"ERIKA SOCORRO MARTINS LIMA";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Super Acai";"91998292145";"-1.368423 -48.436135 1.7000000476837158 18.341999053955078";"-1.368423";"-48.436135";"1.7000000476837158";"18.341999053955078";"550563269";"613d14f1-ff31-475c-9303-d731b42bb44e";"2025-09-02 13:22:17";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"839"
"2025-09-02 09:51:54.239000-03:00";"2025-09-02 10:22:31.061000-03:00";"";"Rodrigo Serafim Teixeira de Barros";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Jorge Antônio da Silva";"91989172052";"-1.152141 -48.465817 12.69062133686273 39";"-1.152141";"-48.465817";"12.69062133686273";"39";"550563478";"59ae3f96-ff66-4ca5-b497-cc4221dc86c9";"2025-09-02 13:22:32";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"840"
"2025-09-02 10:22:11.437000-03:00";"2025-09-02 10:22:55.521000-03:00";"";"THAYNA SANTOS BRITO";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Açaí da Regina";"93981226858";"-1.12255 -48.433161 -11.59999942779541 23.19700050354004";"-1.12255";"-48.433161";"-11.59999942779541";"23.19700050354004";"550563756";"40b4ee7c-7c2b-4e4b-a762-4286b4ed6178";"2025-09-02 13:22:56";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"841"
"2025-09-02 10:20:16.831000-03:00";"2025-09-02 10:23:19.126000-03:00";"";"Thayara Neves Sousa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Ponto de açaí Honório 1134";"91988056686";"-1.470798 -48.48741 7.273706062107593 18.77952958250944";"-1.470798";"-48.48741";"7.273706062107593";"18.77952958250944";"550564050";"a8055932-7909-43d8-a449-b580e8941bb0";"2025-09-02 13:23:20";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"842"
"2025-09-02 10:22:10.328000-03:00";"2025-09-02 10:23:29.339000-03:00";"";"Lucas Chaves Venâncio";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí DiCasa";"91983479702";"-1.464967 -48.472805 -10.899999618530273 10.800000190734863";"-1.464967";"-48.472805";"-10.899999618530273";"10.800000190734863";"550564253";"959246e9-5a9e-4ba5-80d8-b0847f4217df";"2025-09-02 13:23:33";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"843"
"2025-09-02 10:03:46.092000-03:00";"2025-09-02 10:24:53.194000-03:00";"";"Raimunda Belo de Almeida";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"dudas açaí";"91985770108";"-1.467611 -48.496892 -10.800000190734863 69.81120300292969";"-1.467611";"-48.496892";"-10.800000190734863";"69.81120300292969";"550564633";"ecd40da6-db75-4084-b143-7019e3422c41";"2025-09-02 13:24:03";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"844"
"2025-09-02 10:23:28.865000-03:00";"2025-09-02 10:24:27.099000-03:00";"";"Helem Josiane Carvalho Lobo";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí d aBua";"91984341427";"-1.405783 -48.391973 -6.199999999999999 9";"-1.405783";"-48.391973";"-6.199999999999999";"9";"550564976";"0ebdad58-2d8f-4ad9-b420-08a52ab12c52";"2025-09-02 13:24:28";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"845"
"2025-09-02 10:23:57.696000-03:00";"2025-09-02 10:24:44.127000-03:00";"";"ALINE DE SOUZA DUARTE";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí tropicana";"91989915454";"-1.401426 -48.454318 -0.6999999284744263 11.397000312805176";"-1.401426";"-48.454318";"-0.6999999284744263";"11.397000312805176";"550565192";"97790b4a-1c26-49ac-9bb0-e46f645e46ec";"2025-09-02 13:24:45";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"846"
"2025-09-02 10:18:43.074000-03:00";"2025-09-02 10:24:57.704000-03:00";"";"Feliphe Da Cruz Pinto";"";"";"";"";"";"";"";"";"";"Ki Delícia";"91984497864";"-1.346598 -48.449902 18.851564660381303 29.933131021890212";"-1.346598";"-48.449902";"18.851564660381303";"29.933131021890212";"550565367";"6803a796-53ba-40d3-afb1-75bcdebbf18c";"2025-09-02 13:24:58";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"847"
"2025-09-02 10:25:23.014000-03:00";"2025-09-02 10:26:05.671000-03:00";"";"Ana Claudete Serra da silva";"";"";"";"";"";"";"";"";"";"Açaí ki delicia";"91984497864";"-1.346936 -48.449553 1 32.5";"-1.346936";"-48.449553";"1";"32.5";"550566236";"e8c9683d-4e41-45b7-a79f-7dce45385e9e";"2025-09-02 13:26:06";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"848"
"2025-09-02 10:25:01.477000-03:00";"2025-09-02 10:26:10.190000-03:00";"";"CASSIO SILVA E SILVA";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí Ki Delícia";"91984497864";"-1.346413 -48.449644 1.2000000476837158 26.735000610351562";"-1.346413";"-48.449644";"1.2000000476837158";"26.735000610351562";"550566296";"ae9c5490-d8c2-4a86-b382-243abe45143b";"2025-09-02 13:26:10";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"849"
